review_count,useful_user,funny_user,cool_user,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos,stars,useful_review,funny_review,cool_review,text,friend_count,elite_count,yelp_since_YRMO,yelp_since_year
192,304,75,115,11,4.16,14,3,1,0,0,2,6,13,13,11,1,4,1,0,4,"Discovered this little establishment on Yelp looking for somewhere interesting to grab a bite before seeing a show at The Cannery. I wanted to try something new since we don't get down that way just to eat much these days.

This place is perfect location wise if you are seeing a show at Cannery/Mercy Lounge as it's across the side street from the main parking lot. The restaurant has reserved parking, so parking to eat at the restaurant was not a problem. We then just walked to the show afterwards.

My husband and I ordered the Sorullos de Maiz (sweet corn fritters) for an appetizer. They were good, but I was really expecting more. The corn was really finely pureed and was more pasty. I would have liked more chunky corn, but that's my preference. The batter was crispy, but not as cornmeal-like as I was expecting. But then again I don't eat too much Puero Rican food so I didn't know what to expect! They were served with a savory sauce.

For dinner I had the Pastelon de Amarillos y Vegetales (spinach lasagna made with plantains). I've eaten plantains at Cuban restaurants, so I was expecting this lasagna to have a bit of sweetness to it. It was delicious. Two plantains on top and bottom with plenty of creamed spinach to fill the middle, topped with a top on hot melted cheese. It was very delicious. For my side, I got the mofongo (mashed plantains with garlic). It was a bit dry. It could have used more garlic sauce, which I guess was the tiny bit of sauce drizzled on the plate next to it (there was no sauce on the dish or given to me on the side).

My husband had the Arroz con pollo (yellow rice with chicken). It was good, but I noticed he was always pulling small chicken bones out of his mouth. That would have made my experience with this dish annoying, but overall he enjoyed the dish.

I would say that this place is worth a try to get some good authenic Puero Rican food.",298,2,201108,2011
20,20,1,9,1,4.75,0,0,0,0,0,1,0,1,1,1,0,4,2,0,0,I was introduced to Aldertos by a good friend and I haven't had the need to look elsewhere for a taqueria. I usually get the carne asada burrito or torta. both have lots of meat and are very flavorful. Don't miss out on both green salsa's...outstanding. If you want to go through the drive through I recommend calling ahead and letting them know. The food is made while you wait so I can be a long sit.,140,1,200908,2009
843,2949,1112,2173,58,4.17,82,5,1,2,0,77,135,218,218,173,109,2,10,2,0,"If you are a die hard gambler then the hard rock will fit the bill. I'm more into tangible spending but have dropped a few $$ in the slots. When I come here it's usually with out of town guests. 

Not as nice as Foxwoods in Connecticut and doesn't compare to Vegas but will serve your desire to live the dream. No free drinks and no ventilation. If you walk about a mile you will find its a bit cleaner and newer towards the hotel side. 

Lots of slot machines and poker rooms for your donating er um gambling pleasure.",387,10,201112,2011
86,331,175,244,14,3.36,27,3,1,1,0,10,28,69,69,18,26,2,3,2,4,"The only reason I did not give Copper Top one star, is because of the quality of the wings. This place is definitely a hole-in-the-wall. The inside is dark, dingy, and looks like nothing has been updated ever. 

There is a bar area, some tables, and then a section with pool tables and darts. This seems like a place that consists mostly of older regulars, and some college students looking for wings and reasonably priced drinks.

The few times I have been there the service was not great. If the staff knows you, they are attentive. We were served after the bartenders were done talking to other people. They were not exactly unfriendly, but they were not the most hospitable. The one good aspect of the bar is their wings. This is my boyfriend's favorite spot for wings, especially spicy wings. I would suggest ordering wings to go.",160,2,201410,2014
450,430,125,231,31,3.83,3,3,0,1,0,10,24,14,14,5,2,2,0,0,0,"Meh. The truffle fries were on point.

I ordered the 500 burger. The sauce, I wasn't a big fan of. It was overly salty. I ordered the burger medium rare, and it came out medium well. Maybe they mixed it up with my friend who ordered the medium and his was kind of pink. Either way, it was dry and the sauce kind of sucked. The bread was good. The iced tea was good. The burger left me meh, especially for a $7 burger.",427,11,200804,2008
1,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"A fantastic place to do special, unique and creative work outs. The classes and teachers are phenomenal and the variety of equipment is awesome! The owners are wonderful people as well. Definitely recommend training here as the people know their stuff and can help you do amazing strength training amongst other things.",408,1,201210,2012
286,441,175,156,16,3.71,15,4,1,1,1,10,17,36,36,8,1,4,1,2,0,"My hole away from home.  Though I'm not there very often, they remember my choice of beverage, and are already opening a beer as I walk through the door. It's as if  they instinctively know how much I hate visiting with my parents.  This place is like Cheers, though a little seedier. The fireplace isn't real, but there are four pool tables, several dart boards, and usually a free table for 6.  The Copper Top, or Topper Cop, as it's sometimes known, keeps it simple. Cheep beer on tap, good company, and a juke box blaring such artists as Kid Rock, Outkast, and Marilyn Manson.  If I'm in Tampa and it's after 9 on a weeknight, there's a good chance you'll find me here.",177,7,200512,2005
38,47,14,27,1,4.07,4,1,0,0,0,0,0,4,4,1,0,5,0,0,0,"Probably the best overall Vietnamese restaurant in Indy! Great pho, amazing banh mi and other dishes. Also try their coffee and bubble tea. Service is always good and prices are below average.",3,1,201212,2012
533,2343,882,1947,120,3.81,49,15,10,5,0,45,58,83,83,80,33,4,2,0,1,"Dinner here last night was amazing. This restaurant is definitely considered fine dining. We celebrated a birthday, and we had great service. Allison, our waitress was very hospitable. She was a great help when it came to recommending dishes, and was super funny. For appetizers, we ordered the escargot and fried artichokes. Omg, both dishes were delectable! I have not had escargot in years, and they were so yummy. Once you get past the whole idea that you're consuming a snail, you will see it is quite delicious. The texture is similar to eating a mushroom. They were served in a garlic oil sauce and sprinkled cheese on top that was divine for dipping your bread in. The fried artichoke came with a spicy chipotle mayo drizzled over it that was so yummy. For entrees we ordered chilean sea bass, monk fish, seafood crepes, and lamb shank. Everyone loved their meals! We were also served string beans and rice. My seafood crepe was filled with crab, scallops, and shrimp. I loved it. I never tried monk fish before, and I tried some of hubbys. It was very good and had a very different texture then typical white fish does. I also learned it is known as the ""poor man's lobster"". It was very good. Dessert entailed a berry profiterole with ice cream that everyone shared. This restaurant was beautifully decorated, service was great, and I highly recommend trying this place out if in the Treasure Island area.",678,7,201203,2012
44,19,6,2,0,2.84,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,"Hostess a tad rude, shrimp over cooked. Otherwise the bar tender was great!  Oysters are tasty",4,1,201109,2011
67,50,12,7,3,2.93,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,"It's funny.. after reading some of the reviews I get the impression that some would never be happy.. This is a big bang for the buck for a family... You can take a family here and it won't break the bank.. but if u r looking for a place to get drunk.. try some where else... If you wat fancy I think this place is pretty nice and to compare this place with cracker barrel.. ur NUTS!!! I have eaten in a lot of places and for the money and the amount of food you get here blows everyone out of the water... I sometimes don't see how they can afford to stay open with the prices.. I had a good experience... first started out with there trio app. With chicken finger, mozz stick, and their tostada nacho.. GREAT. My girl freinds salad came 30 sec before main meal. My meal was their 12oz ribeye (a little thin) cooked perfect.. the mashed potato was just warm not hot the way I like it and the brocc was perfect... I had the maui Margarita... this was pretty good first time for this drink... overal pleased..",8,1,201102,2011
44,114,40,29,5,2.88,0,2,0,0,0,3,2,2,2,4,0,5,1,0,1,"Ooka is my absolute favorite Hibachi in the area!  Of course, there is a standard restaurant there too where you can just order your food, but that's no fun.  Go to the hibachi side!

I've been several times and they consistently deliver great-tasting food and a fantastic show.  They have never once disappointed me, the service has always been top notch and timely.  

The hibachi chefs we've had have always put on an enthusiastic show complete with all the standards, such as the ""onion volcano"" and the ""catch the vegetable in your mouth"" bit.  

But where it counts is the food and the food is amazing.  The best fried rice I've had, the most tender and juicy hibachi chicken I have ever tasted, vegetables are cooked beautiful, it's perfect all around.  Just thinking about that tender, juicy teriyaki chicken makes me want to go right now.  Who's with me??!

Lunch time is the time to go there and you should book yourself some reservations with a party.  Lunch time prices are actually pretty decent, your dollar will go a long way considering the quality (and amount) of food you will get.  If you go at dinner, the price goes up pretty steep.  I would advise against going at dinner for this reason.  

Overall, its an excellent choice be it lunch or dinner.  It's rare that I find establishments that are up to my high (and my wife would say ""more like picky"") standards, but this one is it.",9,1,200808,2008
137,203,101,97,11,4.01,6,2,0,0,0,2,6,3,3,0,2,5,3,0,1,"Great burgers. I always mean to try the cheesesteak, but can't break away from the Charlie Brown, which I've been ordering since Spot was a cart on Drexel's campus.

It can get crowded in there, but that's what happens when you're serving what is in the running for best burger in the city.

Don't sleep on their specials either - the corn dogs were great!",26,2,200908,2009
1141,1990,706,1677,88,4.13,62,2,0,1,0,36,91,119,119,51,38,4,5,0,3,"Great place to grab some halo halo and barako coffee. The halo halo was super huge and good for sharing. The barako coffee had a super rich flavor and was tasty. I haven't tried the food yet, but the options look interesting. They also have a broad range of Filipino baked goods which I love!",130,9,201209,2012
34,52,14,8,1,3.91,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"My review is from a Sat brunch visit. I've never been at night so it could be quite good as a bar to frequent.

That said their breakfast was OK, nothing to write home about - in fact there's a cafe right across the street (cafe lift) and I would argue they have a much more tasty brunch option. That said this place definitely has great options for watching games and seating with groups at a bar.",697,1,201112,2011
58,56,10,33,3,4.35,4,0,0,0,1,0,11,4,4,3,0,5,1,0,1,Great place to grab a bite to eat or have a full meal! We had a blast there before we went to the White Rabbit. Prices are reasonable and the margaritas are great! Don't just think there is only mexican food!,96,1,200905,2009
30,15,5,5,1,4.7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"Worked with Jim Castanett and he was a delight to work with. I bought a 2015 Hyundai Sonata and it really was a ""no haggle"" experience! I wasn't sure what car I wanted but after meeting with Jim and driving a couple of cars, he knew what to look out far. Within 3 days I got a call that my car had come in and he nailed it! He listened and delivered what I was looking for. I would stronly recommend them again!",88,1,201503,2015
371,1215,314,496,48,3.81,40,8,7,4,1,74,42,87,87,48,14,4,4,0,1,"I'm surprised I haven't written a review for this place yet. But it's now or never!

My family and I were born in Guatemala. I was raised there during my youngster years, but pretty much grew up in New Orleans. I go back to visit my family in Guatemala quite frequently, and there's nothing like a good ole Tres Leches or Arroz con Leche when I go ""home"". 

I can't remember how long ago it was that my family and I discovered this place, but I remember coming home and seeing a tres leches in the refrigerator and just the fact that I saw that cake in AMERICA was like finding a pot of gold with a leprechaun standing next to it. I was so thrilled! Honestly, at that very moment, I didn't care where it came from. I just wanted to eat it... well, then I finished it and I had to go buy another one before daddy saw that I ate the whole cake. 

My mom told me where the bakery was. I think I drove up and down the street like 5 times before I saw it. It's so small... but my goodness, great things come in small packages. My parent's home is in Kenner, so it's less than 10 minutes from their house. Very conveniently located in my case. Now that I live uptown, I wish I could find a place like this in my area. But until then, stop by Normas and get yourself a Tres Leches! You won't regret it!

Tip: just drive down the street rrrreeeaaallllllyyyyy slloooooowwwwwlllyyy so you don't miss it and drive around for 15 min like I did :)",1130,3,201103,2011
121,81,7,43,3,4.48,0,1,0,0,0,1,0,1,1,1,4,5,0,0,0,"What a great place to have some lunch in!  Great concept with ordering and they bring it too your table!  Soooo many selections to choose from!  From salads too soups, sandwiches and flatbreads!!!! Overwhelmed with choices! Had the shrimp and avocado salad and side of Mac and cheese!  Amazing!  Loved it and would so come back for more!!!! Two 's up! 
You can order to pick up and to go!!!!",76,1,201508,2015
24,22,7,6,0,4.13,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,"Yelp, please let us start giving zero stars!  Terrible.  No concept of service or how to shift employees to help high volume times.   Almost no one dropping off cars at 6:30 pm to take flights and a line going out the door to pick up cars yet there are still employees just walking around out side while 2 ladies are slammed.  It has  already been 40 minutes and we will be in line another 45 minutes at this pace.

of course...the self service kiosks are broken too.  

This place is a train wreck.",18,1,200901,2009
85,125,30,33,5,3.88,0,0,1,0,0,5,4,1,1,3,0,4,2,1,1,"The Southport Antique Mall is one of our favorite places where we can easily kill several hours. It's huge and you won't find a lot of junky non-antiques like you will in other antique shops. If you haven't been, go and soon.",9,1,201112,2011
1,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"Well, I work here as a server, so, I'm kind of biased. But, in 10 years of working in the service industry I have never seen such devotion to quality of food and service. The love put into every dish is genuine and the standards are very high. If you want fast food, drive throughs are everywhere. But, if you want quality food with a wonderful atmosphere and dining experience, this is the place! Hopefully I can serve you soon!",166,1,201707,2017
108,572,261,542,23,4.26,7,6,3,2,0,23,24,29,29,41,3,5,0,0,0,"If you live in Brandon you know that it's a challenge to find a place to eat that is not a chain restaurant, or doesn't have a drive-through window. From the exterior you might think this place does back woods human organ removal late night, and the inside isn't going to blow you away either, but that's where the negativity ends with this story folks.
Not only are their bagels and other assorted delicacies ridiculously delicious, but every menu item is inexpensive and almost be hooves you to want to purchase more items. Get there early or your favorite bagels will be sold out before the clock strikes noon. Make sure you try the homemade cream cheeses as well, there is quite the assortment. The older couple that owns this place is old-school, so don't go in looking to be coddled. Get your food and get out you whiny hipsters, you will not be disappointed.",481,5,201312,2013
43,119,14,69,4,4.05,24,2,0,0,0,9,11,13,13,8,0,3,3,0,2,I was a little underwhelmed about this place. I expected more from reading the reviews. I only went for dessert and the mile high apple pie and cheesecake where good and worth the price. The red velvet cupcake was not too good. It tasted like a corn muffin. Bad baking day maybe? The ambiance was not what I expected and it can use some renovations. All in all it was just and ok place.,72,2,201209,2012
45,64,18,22,0,3.93,0,0,0,1,0,1,3,1,1,0,1,4,1,0,0,"We visited Zeppoli on a weekend to celebrate a birthday. I made reservations and we were seated 5min early. The staff was friendly, attentive, well spoken, and checked in on us several times during our meal. The mixed green salad was good, a little overpriced for greens with shaved cheese on top. The spinach and ricotta gnocchi were amazing, pillow soft and really flavorful despite their light texture. Our entrees were rib-eye steak and the fisherman stew. The stew was really delicious, and he loved the rib-eye. The desserts were good (Zeppoli and sorbet), but were very overpriced at $9 each. It's BYOB, but you'll still ring up a bill. 
The small, intimate dining room is really nice, and although the tables are close, you still feel like you're having a private conversation. I was very pleased with our dinner and will return again, probably forgoing the dessert next time.",8,1,201106,2011
143,373,158,180,8,3.32,20,3,0,0,0,39,143,48,48,18,4,3,1,0,1,"To my surprise, this place is excellent. Disappointed to see lot of negative reviews because folks are judging based on comparison to where they are from. You have understand that this place is in a working class section of O'Fallon, Illinois; you're not going to get the authentic experience. This is plain and simple a good TEX/MEX buffet...period. They have your standard fare of the Mexican stable classics, burritos, enchiladas, etc. I find that the taste here is very flavorful, and sharp. The buffet lay out is a bit annoying as they serve the food to you from behind the buffet stand. Not too thrilled with someone touching my taco shell with their hands (I'm a germ freak) as they scoop the meat on there, but oh well. The flavor is heavy on cumin, but I think it tastes good. The buffet is really cheap. The atmosphere is cozy. Not sure if they need a salad bar in there, it doesn't fit well. They should just have additional Mexican dishes instead. But do stop on by, cause you will be surprised.",46,1,200803,2008
12,4,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"This place helped me get through my first year of grad school; granted, it wasn't the healthiest of years but damn tasty and damn cheap.",18,1,201108,2011
31,61,8,14,2,2.23,1,2,0,0,0,1,0,1,1,1,0,5,6,1,1,"Fantastic food, great prices, great service. 

You can really tell this is a small restaurant that offers food at low prices when the baked goods counter is nearly empty by 11AM. Face it people, they can't afford to throw away food at the end of day just to ensure they have everything available in the afternoon. You get the feeling that Chef Dan really cares for the restaurant, and does his best to ensure everything is top notch.  

I've been here over a dozen times, and only once had a merely acceptable meal, where I got some gristle in a pulled pork sandwich. I've had that sandwich 4-5 times so I attribute it to a bad batch of meat from the supplier. Every other meal has been excellent, from the huge omlette's, to the thick and delicious french toast, to the breakfast cuban... 

Servers are friendly, although there are times when all the tables are full that you may end up waiting a few more minutes, but it's well worth it. I only hope that they get more space someday, but it's great the way it is now... low overhead means we get great food at low prices. This is definitely a hidden Gem in Reno...

They're going to start dinner service soon, can't wait.",12,1,201001,2010
68,74,14,21,0,3.78,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,Was really glad to find this little breakfast diner-style cafe in North St Pete. There's not a lot of options to eat in this neighborhood and the Skyway Cafe is one of my go-to places for a quick breakfast or lunch. Lots of menu options. Friendly service and prices are decent. Love the chocolate chip banana pancakes and the different egg scrambles. The endless coffee is a winner too!,16,1,201402,2014
95,117,23,51,13,4.17,1,0,1,0,0,2,1,3,3,2,3,5,0,0,0,"Great coffee! First time at La Colombe and got the draft latte. Never had a better latte before in my life! They also provide a counter with cream, sugar, syrup, etc... It's convenient, they have a bathroom, and people come to either chat or work on their laptops. Would love to stop by again!",475,3,201405,2014
313,899,235,497,25,3.62,96,4,3,3,6,60,168,125,125,34,5,4,3,2,1,"Let's start off by saying I absolutely LOVE Schlafly beer! I will drink it over any other beer nowadays. However, Schlafly Bottleworks has a couple minor details to work on. 

Cons
 
- No wait service in the bar area. You must go to the bar to order everything and the 1 food runner/buser was not good at all about coming and cleaning off dirty dishes from the tables. I carried most of our dirty plates away myself b/c we ran out of room on the table. Yuck! Let's work on the service aspect guys.

- The food is not that great. I would give the food 2.5 stars after multiple visits. 

Pros 

- Awesome atmosphere. The bartender got up and sang a song with the band. Pretty laid back and friendly all around. 

- Kick ass, huge patio/beer garden in the summer, and they have live bands out there too. Always a fun time! 

- They host multiple beer festivals throughout the year.

- Obviously, fantastic locally made micro brews. Pumpkin Ale, Oktoberfest, and Summer lager seasonals are my favorites!

Overall, I LOVE SCHLAFLY. The end.",254,5,201002,2010
45,61,9,50,5,3.82,1,4,0,0,0,17,5,13,13,6,4,3,0,0,0,"Cheap and delicious food! You can't go wrong with that. The food is good, however they cook your eggs in a microwave. They don't really have a real functioning kitchen.  If it is busy, don't be in a hurry.",39,2,201302,2013
196,436,131,183,21,4.05,37,2,6,2,7,15,21,39,39,8,5,5,2,0,1,"Despite the decor reminding me of an upscale strip club, I really really love Aladdin's! 

Not only do they have some tasty hookah (Abra Kadabra being my favorite), but they also have some great drink specials, WiFi, a belly dancer (on the weekends), delicious Turkish coffee, select alcohol infused hookah and some mind blowing gyro cheese fries. YES... I said GYRO cheese fries!

I find Aladdin's to be superior to other hookah joints in the area. So, whether you are a hookah lover or new to the scene, stumble in sometime after a show at Exit/In and give it a try. You won't be disappointed!",253,2,201008,2010
18,14,4,6,1,3.28,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,"if you don't live in west conshohocken, there's absolutely no reason to go here. service is shoddy at best. food is slightly above average but not better than what you can find closer to home.",22,1,201105,2011
110,308,100,129,6,2.99,0,1,0,0,0,3,9,0,0,3,0,4,1,0,13,"I get breakfast and bagels from here just about every weekend. I love their everything bagels, best j e had in philly. Their pancakes are good, both special but hit the spot. Corn muffins are quite tasty and their blueberry muffins are good too, just a bit sweet for me. Service is always very good.",24,1,201104,2011
31,36,12,4,2,3.06,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"Great food, great drinks, terribly (unapologetically so) service. It's not dick's last resort, it's not your shtick to be shitty... We had to ask for water four times and when we got it, it was luke warm.......annnnnd it wasn't busy.  like the vibe would consider coming back for drinks but would have to mentally prepare I was walking into a shit show.",100,1,201109,2011
309,832,211,370,50,4.06,14,4,0,1,1,18,15,29,29,23,15,3,0,0,0,"We went at a slow time on a weekday afternoon for a late lunch because we were all wanting sandwiches. So between us all we had: the Bird & Pig, BBQ quesadilla, ahi BLT, clubhouse and kids pbj. All the sandwiches were great! Service was a bit slow though. If I was in the area again I may try again but I would not go out of my way to eat here.",426,5,201002,2010
101,61,23,11,0,4.21,0,0,0,0,0,1,2,1,1,1,0,5,1,0,0,"We did not have reservations. They were swamped, but they made room for us. we didn't have to wait. As busy as they were, they were very attentive. Our waitress, Alexis was amazing. She helped us make good choices for our meals and kept our coffee cups, water and drinks filled at all times.  Their Wedding soup was superb. I had the fusilli with chicken, sausage and grilled asparagus. It was a great combination. Their noodles were home made and delicious (almost like a long spaetzla) , The swordfish was moist and mild. cooked to perfection. It was so good we went back the next evening for another great meal.",78,1,200910,2009
329,263,39,80,12,3.18,11,1,0,0,0,36,6,19,19,1,3,1,0,0,0,"Really poorly ran location, most of the staff isn't polite or knowledgeable of items/promos. I went there for the free small fry and fish when you buy a large drink deal you get for doing the survey on the back. The guy working the window refused to serve me bc he said they get audited eventho I did the survey. 
Horrible customer service and he was rude about the whole situation he must have been having a bad day. 
Wouldn't recommend this location to my worst enemy bc they are so bad here.
There are plenty of better locations on the north side and west side of Indy. Stay away from this one. 

Wish management would step it up and hire a better staff or I don't see this one lasting...",418,5,201510,2015
24,42,14,19,2,3.8,0,1,0,0,0,0,2,1,1,1,0,3,1,0,0,"Came here with my girlfriend on a Monday night and took advantage of the Yelp coupon (which you should too).

Ambiance: Home-y but very small and cramped. Luckily it wasn't too busy on a Monday night. Can't imagine the place packed given it was already hard to hold a conversation given we could hear the other two tables talking around us (BYOB makes everyone a bit louder).

Service: There was one waiter and one busboy working and they had everything covered. Made solid food recommendations and were attentive. Our waiter was also extremely friendly.

Food: Solid italian food. Nothing out of this world, but good. We got a special appetizer - Italian Empanada...Sounds weird, but it was very flaky, delicious party in a slightly spicy marinara. Very delicious. My main entre was the beef osso bucco. The meat was delicious, but don't expect any bone marrow with this dish. My girlfriend ordered a fettucine special which was ok. Noodles were homemade, but the sauce was a little off.

All in all, a reasonably priced Italian BYOB. Just don't come expecting the absolute best italian food.",71,1,201202,2012
377,512,69,184,19,4.0,7,3,1,0,0,42,7,24,24,12,3,4,0,2,0,"We had a very nice stay at Loews Philadelphia over the Labor Day Weekend. 
The location is perfect, close to Reading Terminal Market, restaurants, center city, and provides easy access to the other Philly sites! I found the cost per night for a weekend stay to be more affordable than many other hotels in the city and also in the surrounding areas outside the city. 

Our room was very spacious, clean, and well equipped. I was impressed with the overall size of the bathroom and the comfortableness of the bed! I was very pleased with how quiet the hotel floor was at night, even though the hotel was full that weekend, which contributed to the relaxing atmosphere and sleep in the room. We ordered coffee service the night before for the following morning, as we often do at many places we stay. The presentation of the coffee tray was reflective of the high quality of hotel Loews exhibits. In addition to the coffee setting, glasses of ice water were part of the service and the waitperson, who delivered the coffee, was very friendly, professional and helped to start our morning off on a positive note!

The only reason I did not give the last star in the rating was due to the cost of parking. Parking at the hotel is valet only and they charge $49+ per night for guests staying at the hotel, which I find outrageous. Instead of paying this price, we used Parking Panda to locate a parking garage, one block away for only $24 per 24 hours! I don't mind walking a block or two to park if it's only going to cost half the price of the hotel. 

I do recommend the Loews Philadelphia and plan to stay here in the future!",40,7,200906,2009
1,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Used to be good, now the Crab Rangoon is always way over cooked, even after repeatedly asking them to not do so.  And if you look behind the counter, it's absolutely disgusting.  I can not bring my self to eat there any more.",49,1,201610,2016
40,79,40,17,0,3.19,0,2,0,0,0,6,2,2,2,1,0,5,3,0,1,This is a great store when your looking for all your alterntive religion needs. The staff is very nice and they will help you to the best of their ability.  The selection is huge due to the size of their store.  Theres lots of room to move around and one can look at their goods without them hovering over you or bumping into people. They have a large selection of books and even some used books.  If your looking for Dryad Design staues this is the place to go.  Overall I love this place and recommend it!,6,1,201001,2010
6,3,0,2,0,3.0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,"Fun breakfast place, creative menu & excellent service. I highly recommend to all you foodies out there!",1,1,201205,2012
5,0,0,1,0,3.8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,The shrimp tacos and chicken quesadillas are really good! The margaritas are also really good. They are usually short staffed so the wait time is long on the weekends.,143,1,201601,2016
102,206,35,69,7,4.07,4,0,0,1,0,1,3,9,9,2,2,4,1,1,1,"My experience was great. My technician was Cindy and she took me right away for my pedicure. She was sweet and had a gentle touch. The water was pretty hot-probably too much for the average person, but I actually love the heat. She did ask how the temperature was, but it was great for me. The massage was slow and relaxing, not vigorous like most salons-which of course anything feels nice, but I appreciated it. She also used hot stones and hot towels for my feet and legs. The pedicure was about a half hour long, it didn't feel rushed and she did a nice job. 

Cash only for tip*",131,2,201309,2013
103,146,20,105,0,3.93,1,0,0,0,0,2,1,4,4,0,0,2,1,0,1,"I was disappointed with Ants Pants Cafe. I ordered pancakes with a side of bacon and orange juice. The side of bacon was fine. The orange juice was strange. It seems fresh-squeezed, but was strangely bland. Maybe they got a bad batch of oranges? And the pancakes were undercooked. The service was fine.",13,1,200911,2009
2,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"We had a party of three, ordered the Socrates revenge pizza and had the grecian salad, they were delicious!. Wonderful compliment to each other. Our wait staff was friendly, attentive and knowledgeable.  The atmosphere was also enjoyable.  Highly recommend!",58,1,201507,2015
18,34,5,3,1,3.1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"THIS place right here is a good reason to move to Tucson with your classic car. I flew in for a quick visit to check out a '65 Mustang yesterday and these guys were so incredibly accommodating, I was blown away. 

They bent over backwards to obtain all the information they could about my potential purchase and even got a Mustang appraiser on the phone to consult with me on a purchase price. They were thorough and took their time as opposed to rushing me through and just phoning it in, and it cost a whopping $98. 

I highly recommend these guys. They are experts and know classic cars, and from the inventory - new cars as well, like the back of their hands.

Thanks Guys!",11,1,201301,2013
2733,13793,5457,8701,200,4.06,468,69,35,21,21,535,1440,946,946,454,165,5,3,7,2,"I'm still a big fan of Il Posto (and the currrent duchess, thank you very much), but thought I would update my review based on my observations last night.

Tuesday & Wednesday nights from 5-8 and around 7 last night (a Tuesday) a small herd of cute 20-something gals all came strolling in. They weren't one big group either. So as my public service to single men of the appropriate age, go check it out.",589,14,200901,2009
203,665,169,274,26,3.71,37,5,4,2,0,22,61,42,42,28,1,5,7,1,4,"Chinks (now known as Joe's) may be the best-kept secret in Northeast Philadelphia.

These are arguably some of the best cheesesteaks in the city. The meat is great quality and always cooked right with a perfect meat-to-cheese balance and the onions are cooked perfectly too. 

This is definitely a place where you want to eat in, as long as you aren't a large group. It has a great 40's diner vibe (because that's when they opened) and the servers are all really efficient and nice. 

Also, don't leave without getting a milkshake or ice cream soda. I always go for the cherry ice cream soda, and it never disappoints.

They have great specials too, including my favorite- $6.50 large cheesesteaks all day on Wednesdays.

The prices are really good and they do take credit cards.",592,5,201203,2012
17,27,7,16,4,4.41,2,0,0,0,0,1,1,0,0,0,0,4,2,1,2,"Great spot to mediate, stroll, or hang out with besties!! Two Thumbs Up!!",205,1,201208,2012
105,122,19,40,12,3.81,2,2,1,0,0,5,5,14,14,7,0,5,0,0,0,"Freaky fast as always.  Got the JJ Gargantuan and it was made within 3 minutes.  Barely had time to fill my own drink.  Love the new location with this Jimmy John's.  It is clean, the associates are very friendly (greeting me on the way in and on the way out) and the place is full of funny and entertaining signs to read while you eat.  I am sure that this place will stay busy being located right off of I-465 and by many work places.  My only regret...I forgot to get a pickle!",44,6,200910,2009
21,14,5,5,1,4.3,1,0,0,0,0,1,0,0,0,0,0,4,1,0,1,This place is a wonderful business to have in the neighborhood. I dig their focus on pet adoptions. The staff has always been friendly and knowledgeable when I have questions. To be honest their prices can be a bit high but it's so hard to not stop by with the kittens in the window . If you buy Nutro food for your pet they will cut and collect the UPC for their buy 10 program.,13,1,201003,2010
20,8,1,1,0,3.82,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,"I was disappointed. The baristas were unfriendly and they refused to take my $5 bill as payment. After just glancing at it, the barista told me it looked fake and that I should get it checked out.... I could understand this reaction if I handed her a $50 or $100 but pretty sure it's not worth my time to go to a bank and ask them if my $5 bill is real. Apart from that, my vanilla latte was served to me at room temp. This place has a lot of potential and a really cool interior, but overall it was a disappointing and uncomfortable visit.",487,1,201510,2015
